agricultureStructureIndicator,asOfDate,baseFloodElevation,basementEnclosureCrawlspace,reportedCity,condominiumIndicator,policyCount,countyCode,communityRatingSystemDiscount,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,censusTract,floodZone,houseWorship,latitude,longitude,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,state,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,reportedZipcode,primaryResidence,id
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51003,NA,2013-07-11T04:00:00Z,0,NA,NA,51003011202,AE,0,38,-78.5,2,NA,0,2,0,NA,1,1950-01-01T05:00:00Z,1999-10-31T04:00:00Z,513.25,3029.18,NA,0,1,0,VA,174900,31500,2013,22903,1,613f48b1f2b55a0837ecf57a
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51003,NA,2018-05-31T04:00:00Z,0,NA,NA,51003011202,AE,0,38,-78.5,2,NA,0,2,0,NA,1,1950-01-01T05:00:00Z,1999-10-31T04:00:00Z,1344.78,NA,NA,0,1,0,VA,174900,31500,2018,22903,1,613f48b1f2b55a0837ecf57b
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51065,NA,1992-04-22T04:00:00Z,0,2,NA,NA,AE,0,37.8,-78.5,3,NA,0,1,0,10,1,1976-07-01T04:00:00Z,1987-06-11T04:00:00Z,NA,NA,NA,0,1,0,VA,9700,2000,1992,24590,0,613f48b2f2b55a0837ed0540
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,2013-07-11T04:00:00Z,0,NA,NA,51540000502,AE,0,38,-78.5,2,NA,0,4,0,NA,1,1968-01-01T05:00:00Z,2006-03-30T05:00:00Z,6269.12,NA,NA,0,1,0,VA,250000,10500,2013,22903,0,613f48b3f2b55a0837ed08b1
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1995-06-18T04:00:00Z,0,NA,NA,51540000502,X,0,38,-78.5,0,NA,0,2,0,10,1,1975-01-01T05:00:00Z,1994-08-01T04:00:00Z,NA,NA,NA,0,1,0,VA,110000,0,1995,22903,0,613f48b9f2b55a0837ed7918
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1998-02-18T05:00:00Z,0,NA,NA,51003011202,A,0,38,-78.6,0,NA,0,2,0,NA,1,1961-07-01T04:00:00Z,1994-10-31T05:00:00Z,NA,NA,NA,0,1,0,VA,93000,0,1998,22903,1,613f48baf2b55a0837ed7c4f
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51125,NA,1996-09-06T04:00:00Z,0,1,NA,51125950300,C,0,37.8,-78.9,0,NA,0,2,0,NA,1,2030-01-01T05:00:00Z,1990-04-24T04:00:00Z,NA,NA,NA,0,1,0,VA,20000,0,1996,22949,0,613f48bef2b55a0837edc8eb
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,2006-06-24T04:00:00Z,0,1,NA,51003011400,C,0,37.8,-78.6,3,NA,0,1,0,NA,1,2015-01-01T05:00:00Z,2003-01-09T05:00:00Z,6525.24,NA,NA,0,7,0,VA,250000,100000,2006,22937,1,613f48c1f2b55a0837edf690
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,2003-09-19T04:00:00Z,0,NA,NA,51540000502,A,0,38,-78.5,0,NA,0,2,0,NA,1,1968-01-01T05:00:00Z,2003-07-30T04:00:00Z,NA,NA,NA,0,1,0,VA,150000,0,2003,22903,1,613f48c2f2b55a0837edfd4b
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,2014-05-16T04:00:00Z,0,NA,NA,51540000402,X,0,38,-78.5,2,NA,0,3,0,NA,1,1958-01-01T05:00:00Z,2008-08-07T04:00:00Z,3867.22,NA,NA,0,7,0,VA,250000,100000,2014,22902,1,613f48c6f2b55a0837ee4ba2
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51540,NA,2011-08-27T04:00:00Z,0,1,NA,51540000700,X,0,38,-78.5,2,NA,0,3,0,NA,1,2025-12-01T05:00:00Z,2010-03-24T04:00:00Z,NA,NA,NA,0,7,0,VA,150000,60000,2011,22903,1,613f48c7f2b55a0837ee6032
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,2003-08-03T04:00:00Z,0,NA,NA,51540000800,X,0,38.1,-78.5,2,NA,0,3,0,10,2,1975-07-01T04:00:00Z,2001-03-25T05:00:00Z,NA,NA,NA,0,1,0,VA,0,16600,2003,22901,1,613f48ccf2b55a0837eeb25e
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51125,NA,1996-09-06T04:00:00Z,0,NA,NA,51125950100,X,0,37.8,-78.9,0,NA,0,1,0,10,1,1974-07-01T04:00:00Z,1988-07-14T04:00:00Z,NA,NA,NA,0,1,0,VA,53100,0,1996,22949,1,613f48e5f2b55a0837efdece
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51065,NA,1996-09-05T04:00:00Z,0,NA,NA,51065020200,X,0,37.8,-78.2,0,NA,0,2,0,10,1,1965-01-01T05:00:00Z,1995-09-22T04:00:00Z,NA,NA,NA,0,1,0,VA,100000,50000,1996,23038,0,613f48e7f2b55a0837efedb1
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51109,NA,2009-10-31T04:00:00Z,0,1,NA,51109950100,X,0,38.1,-77.8,2,NA,0,2,0,NA,1,2005-11-15T05:00:00Z,2005-11-17T05:00:00Z,NA,NA,NA,1,7,0,VA,250000,100000,2009,23117,1,613f48fcf2b55a0837f11a59
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51003,NA,2013-06-09T04:00:00Z,0,1,NA,51003010402,X,0,38,-78.4,2,NA,0,2,0,NA,1,2002-01-01T05:00:00Z,2010-10-17T04:00:00Z,NA,NA,NA,1,7,0,VA,250000,100000,2013,22902,1,613f4901f2b55a0837f1630c
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,2004-09-28T04:00:00Z,0,NA,NA,NA,A,0,38.1,-78.7,3,NA,0,1,0,NA,6,1975-01-01T05:00:00Z,2003-01-01T05:00:00Z,1018.14,NA,NA,0,1,0,VA,154700,5500,2004,22932,0,613f4912f2b55a0837f21048
0,2021-07-25T01:39:04Z,NA,0,Temporarily Unavailable,N,1,51003,NA,2003-09-18T04:00:00Z,0,NA,NA,51003010100,A,0,38.1,-78.7,0,NA,0,1,0,NA,1,2048-07-01T04:00:00Z,2000-01-01T05:00:00Z,17334.4,NA,NA,0,1,0,VA,20000,0,2003,22932,0,613f4912f2b55a0837f21363
0,2021-07-25T01:39:04Z,NA,0,Temporarily Unavailable,N,1,51003,NA,2004-09-09T04:00:00Z,0,NA,NA,51003010100,A,0,38.1,-78.7,0,NA,0,1,0,NA,1,2048-07-01T04:00:00Z,2000-01-01T05:00:00Z,2124.65,NA,NA,0,1,0,VA,20000,0,2004,22932,0,613f4912f2b55a0837f21364
0,2021-07-25T01:39:04Z,NA,4,Temporarily Unavailable,N,1,51003,NA,2018-09-14T04:00:00Z,0,NA,NA,51003010100,X,0,38.2,-78.7,2,NA,0,2,0,80,1,1974-01-01T05:00:00Z,2000-01-01T05:00:00Z,5990.52,NA,NA,0,7,0,VA,250000,100000,2018,22932,1,613f491cf2b55a0837f2a609
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,2010-03-29T04:00:00Z,0,NA,NA,51003011202,X,0,38,-78.6,0,NA,0,1,0,NA,1,1983-01-01T05:00:00Z,2010-01-30T05:00:00Z,NA,NA,NA,1,7,0,VA,200000,80000,2010,22959,1,613f492ff2b55a0837f3d6b5
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51079,NA,2018-05-31T04:00:00Z,1,NA,NA,51079030101,X,0,38.4,-78.4,0,NA,0,2,0,NA,1,1996-06-01T04:00:00Z,2011-04-23T04:00:00Z,24700.69,NA,NA,1,7,0,VA,250000,100000,2018,22973,1,613f492ff2b55a0837f3da91
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,2018-05-19T04:00:00Z,0,NA,NA,51003010500,X,0,38.1,-78.4,4,NA,0,2,0,NA,1,1963-01-01T05:00:00Z,2017-12-07T05:00:00Z,18339.34,NA,NA,0,7,0,VA,200000,80000,2018,22911,0,613f4930f2b55a0837f3e760
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51079,NA,1995-06-27T04:00:00Z,1,1,NA,51079030101,A,0,38.3,-78.4,3,NA,0,1,0,10,1,1978-10-30T05:00:00Z,1992-04-15T04:00:00Z,13324.03,3682,NA,0,1,0,VA,43300,10000,1995,22973,0,613f493af2b55a0837f4774e
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51079,NA,1996-09-06T04:00:00Z,0,NA,NA,51079030101,X,0,38.4,-78.4,0,NA,0,1,0,10,1,1996-06-06T04:00:00Z,1996-07-15T04:00:00Z,13966.42,NA,NA,1,1,0,VA,36000,0,1996,22973,1,613f493af2b55a0837f47767
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51079,NA,1996-09-05T04:00:00Z,0,NA,NA,NA,A,0,38.3,-78.5,0,NA,0,1,0,10,1,1978-09-14T04:00:00Z,1991-04-01T05:00:00Z,145.55,NA,NA,0,1,0,VA,60000,25000,1996,22973,1,613f493af2b55a0837f47906
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51079,NA,1996-09-06T04:00:00Z,0,NA,NA,51079030101,A,0,38.3,-78.4,0,NA,0,1,0,10,1,1978-10-30T05:00:00Z,1996-07-02T04:00:00Z,3052.61,5165.16,NA,0,1,0,VA,44000,10000,1996,22973,1,613f493af2b55a0837f47913
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51079,NA,1995-06-27T04:00:00Z,0,NA,NA,NA,A,0,38.3,-78.5,0,NA,0,1,0,10,1,1978-09-14T04:00:00Z,1991-04-01T05:00:00Z,3194.53,NA,NA,0,1,0,VA,60000,25000,1995,22973,1,613f493af2b55a0837f4798f
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51079,NA,2009-04-29T04:00:00Z,0,NA,NA,51079030200,X,0,38.2,-78.3,2,NA,0,2,0,NA,1,2004-02-15T05:00:00Z,2008-10-24T04:00:00Z,NA,NA,NA,1,7,0,VA,250000,100000,2009,22923,1,613f493ff2b55a0837f4c1c2
0,2021-07-25T01:39:04Z,NA,4,Temporarily Unavailable,N,1,51125,NA,2011-08-13T04:00:00Z,0,NA,NA,51125950200,X,0,37.9,-78.8,3,NA,0,2,0,NA,1,1970-11-01T05:00:00Z,2009-09-04T04:00:00Z,48494.65,5047.25,NA,0,7,0,VA,250000,100000,2011,22920,0,613f493ff2b55a0837f4c52e
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51065,NA,1996-01-20T05:00:00Z,0,NA,NA,NA,A15,0,37.7,-78.3,0,NA,0,2,0,10,1,1969-01-01T05:00:00Z,1990-11-16T05:00:00Z,16536,NA,NA,0,1,0,VA,42000,0,1996,23022,1,613f4947f2b55a0837f5491c
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51065,NA,1996-09-06T04:00:00Z,0,NA,NA,NA,A15,0,37.7,-78.3,0,NA,0,2,0,10,1,1969-01-01T05:00:00Z,1990-11-16T05:00:00Z,36093.12,NA,NA,0,1,0,VA,42000,0,1996,23022,1,613f4947f2b55a0837f5491d
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1989-05-05T04:00:00Z,0,2,NA,NA,A05,0,38,-78.3,3,NA,0,1,0,10,3,2001-07-01T04:00:00Z,1985-11-17T05:00:00Z,5607.46,3000,NA,0,1,0,VA,7000,3000,1989,22947,0,613f494bf2b55a0837f57571
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1987-09-08T04:00:00Z,0,2,NA,51540000600,A05,0,38,-78.5,4,NA,0,3,0,10,3,1974-07-01T04:00:00Z,1985-08-21T04:00:00Z,NA,NA,NA,0,1,0,VA,120000,15000,1987,22903,0,613f494bf2b55a0837f57640
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1989-05-09T04:00:00Z,0,2,NA,51540000600,A05,0,38,-78.5,4,NA,0,3,0,10,3,1974-07-01T04:00:00Z,1985-08-21T04:00:00Z,NA,NA,NA,0,1,0,VA,120000,15000,1989,22903,0,613f494bf2b55a0837f57641
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1996-09-05T04:00:00Z,0,NA,NA,51540000302,A19,0,38,-78.5,4,NA,0,2,0,10,1,2020-07-01T04:00:00Z,1986-09-15T04:00:00Z,6044.3,503.08,NA,0,1,0,VA,96300,12700,1996,22902,1,613f4951f2b55a0837f5d35b
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,1987-09-08T04:00:00Z,0,NA,NA,51540000502,A,0,38,-78.5,0,NA,0,2,0,10,1,1969-07-01T04:00:00Z,1987-08-03T04:00:00Z,4423.46,NA,NA,0,1,0,VA,74100,0,1987,22903,0,613f4951f2b55a0837f5d3bc
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,NA,NA,51003011302,A07,0,38,-78.5,4,NA,0,3,0,10,1,2024-07-01T04:00:00Z,1985-10-25T04:00:00Z,6186.74,749.5,NA,0,1,0,VA,44000,20000,1987,22903,1,613f4951f2b55a0837f5d592
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1995-06-27T04:00:00Z,0,NA,NA,51003010100,A,0,38.1,-78.6,4,NA,0,3,0,10,1,2001-07-01T04:00:00Z,1986-02-04T05:00:00Z,9985.93,400,NA,0,1,0,VA,148000,36900,1995,22932,1,613f4951f2b55a0837f5d77f
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51079,NA,1995-06-27T04:00:00Z,0,3,3,NA,A,0,38.3,-78.5,3,NA,0,1,0,10,1,1992-03-01T05:00:00Z,1992-06-30T04:00:00Z,561,NA,NA,1,1,0,VA,73000,0,1995,22973,1,613f4952f2b55a0837f5da24
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1995-06-27T04:00:00Z,0,NA,NA,NA,C,0,38.1,-78.7,3,NA,0,1,0,10,1,1980-02-01T05:00:00Z,1992-03-25T05:00:00Z,27324.34,5050.3,NA,0,1,0,VA,91700,61700,1995,22932,0,613f4952f2b55a0837f5db58
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51079,NA,1995-06-29T04:00:00Z,0,NA,NA,NA,A,0,38.3,-78.5,3,NA,0,1,0,10,1,2020-07-01T04:00:00Z,1993-11-17T05:00:00Z,NA,NA,NA,0,1,0,VA,119100,10300,1995,22973,1,613f4952f2b55a0837f5deef
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51065,NA,2008-07-05T04:00:00Z,0,NA,NA,51065020102,C,0,37.9,-78.3,2,NA,0,2,0,NA,1,2003-04-01T05:00:00Z,2005-04-09T04:00:00Z,1992.91,4364.81,NA,1,7,0,VA,125000,50000,2008,22963,1,613f4953f2b55a0837f5ea09
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51003,NA,2010-01-25T05:00:00Z,1,NA,NA,51003010402,X,0,38,-78.4,2,NA,0,3,0,54,1,2004-05-01T04:00:00Z,2006-05-20T04:00:00Z,NA,NA,NA,1,7,0,VA,250000,100000,2010,22902,1,613f4953f2b55a0837f5eab6
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,2018-09-17T04:00:00Z,1,2,NA,51003011400,AE,0,37.8,-78.5,0,NA,0,2,0,50,2,2031-01-01T05:00:00Z,2018-09-13T04:00:00Z,10638.64,NA,NA,0,1,0,VA,250000,0,2018,24590,0,613f4991f2b55a0837f95599
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51125,NA,1996-09-06T04:00:00Z,0,NA,NA,51125950300,B,0,37.8,-79,3,NA,0,1,0,10,4,1972-07-01T04:00:00Z,1995-10-09T04:00:00Z,2233.84,823.1,NA,0,1,0,VA,60500,5600,1996,22954,0,613f49a1f2b55a0837fa1ad8
0,2021-05-23T00:52:17Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,NA,A12,0,37.8,-78.5,3,NA,0,1,0,10,4,1972-08-01T04:00:00Z,1985-04-17T05:00:00Z,4300,NA,NA,0,1,0,VA,5300,2400,1985,24590,0,613f49abf2b55a0837fac4db
0,2021-07-25T01:39:04Z,0,1,Temporarily Unavailable,N,1,51540,NA,1987-09-05T04:00:00Z,0,NA,NA,51540000700,A,0,38.1,-78.5,0,NA,0,3,0,10,4,1974-12-31T05:00:00Z,1987-01-21T05:00:00Z,7402.56,NA,NA,0,1,0,VA,200000,0,1987,22903,0,613f49acf2b55a0837fad457
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51003,NA,1996-09-06T04:00:00Z,0,2,NA,51003010402,AE,0,38,-78.5,0,NA,0,3,0,10,1,2035-07-01T04:00:00Z,1994-03-14T05:00:00Z,4605.09,960.05,NA,0,1,0,VA,45000,3400,1996,22901,0,613f49b1f2b55a0837fb25c3
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1995-06-23T04:00:00Z,1,NA,NA,NA,A,0,38.1,-78.6,0,NA,0,2,0,10,1,1950-07-01T04:00:00Z,1994-06-06T04:00:00Z,11732.15,1521.09,NA,0,1,0,VA,126000,5000,1995,22945,0,613f49b1f2b55a0837fb25c5
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1996-09-06T04:00:00Z,1,NA,NA,NA,A,0,38.1,-78.6,0,NA,0,2,0,10,1,1950-07-01T04:00:00Z,1994-06-06T04:00:00Z,15657.02,2665.63,NA,0,1,0,VA,126000,5000,1996,22945,0,613f49b1f2b55a0837fb25c6
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-05T05:00:00Z,0,NA,NA,NA,A15,0,38,-78.5,3,NA,0,3,0,10,4,1992-10-12T04:00:00Z,1985-04-16T05:00:00Z,15883.53,2656.8,NA,0,1,0,VA,51600,18800,1985,22902,0,613f49bbf2b55a0837fba56b
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-16T04:00:00Z,0,NA,NA,NA,A15,0,38,-78.5,3,NA,0,3,0,10,4,1992-10-12T04:00:00Z,1985-04-16T05:00:00Z,500,500,NA,0,1,0,VA,51600,18800,1987,22902,0,613f49bbf2b55a0837fba56c
0,2021-07-25T01:39:04Z,NA,4,Temporarily Unavailable,NA,1,51003,NA,1978-01-27T05:00:00Z,0,NA,NA,NA,NA,0,38,-78.6,0,NA,0,4,0,NA,1,1992-10-12T04:00:00Z,1977-04-12T05:00:00Z,NA,NA,NA,0,NA,0,VA,19300,0,1978,22903,0,613f49bbf2b55a0837fba572
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51003,NA,1996-09-06T04:00:00Z,1,NA,NA,51003010402,X,0,38,-78.5,0,NA,0,3,0,60,1,2001-07-01T04:00:00Z,1995-03-31T05:00:00Z,5758.24,NA,NA,0,1,0,VA,136000,20000,1996,22902,1,613f49bbf2b55a0837fba57c
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,0,NA,0,3,0,10,3,2001-07-01T04:00:00Z,1985-04-27T05:00:00Z,7500,NA,NA,0,1,0,VA,7500,0,1985,NA,0,613f49bbf2b55a0837fba58c
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,0,NA,0,1,0,10,1,2047-07-01T04:00:00Z,1985-04-27T05:00:00Z,10000,NA,NA,0,1,0,VA,10000,0,1985,NA,0,613f49bbf2b55a0837fba58e
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51065,NA,1985-11-07T05:00:00Z,0,NA,NA,NA,A12,0,37.8,-78.5,2,NA,0,3,0,10,1,2016-05-01T04:00:00Z,1985-04-27T05:00:00Z,850,NA,NA,0,1,0,VA,4400,5300,1985,24590,0,613f49bbf2b55a0837fba590
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51065,NA,1987-04-17T04:00:00Z,0,NA,NA,NA,A12,0,37.8,-78.5,2,NA,0,3,0,10,1,2016-05-01T04:00:00Z,1985-04-27T05:00:00Z,NA,NA,NA,0,1,0,VA,4400,5300,1987,24590,0,613f49bbf2b55a0837fba591
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,0,NA,0,3,0,10,1,2041-07-01T04:00:00Z,1985-04-27T05:00:00Z,850,NA,NA,0,1,0,VA,11000,0,1985,24590,0,613f49bbf2b55a0837fba593
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,0,NA,0,3,0,10,1,2041-07-01T04:00:00Z,1985-04-27T05:00:00Z,NA,NA,NA,0,1,0,VA,11000,0,1987,24590,0,613f49bbf2b55a0837fba595
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,0,NA,0,3,0,10,2,2001-07-01T04:00:00Z,1985-04-27T05:00:00Z,11000,NA,NA,0,1,0,VA,11000,0,1985,NA,0,613f49bbf2b55a0837fba598
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51065,NA,1985-11-07T05:00:00Z,0,NA,NA,NA,A12,0,37.8,-78.5,4,NA,0,2,0,10,1,2000-05-01T04:00:00Z,1985-04-17T05:00:00Z,9133.14,200,NA,0,1,0,VA,13600,9200,1985,24590,0,613f49bbf2b55a0837fba5a7
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,NA,A12,0,37.8,-78.5,3,NA,0,1,0,10,4,1972-08-01T04:00:00Z,1985-04-17T05:00:00Z,NA,NA,NA,0,1,0,VA,5800,2500,1987,24590,0,613f49bbf2b55a0837fba5a9
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,NA,NA,NA,A12,0,37.8,-78.5,3,NA,0,1,0,10,4,1972-08-01T04:00:00Z,1985-04-17T05:00:00Z,441,NA,NA,0,1,0,VA,6400,2600,1987,24590,0,613f49bbf2b55a0837fba5aa
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,4,NA,0,3,0,10,4,1950-07-01T04:00:00Z,1985-04-17T05:00:00Z,NA,948,NA,0,1,0,VA,0,23200,1985,24590,0,613f49bbf2b55a0837fba5ab
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,0,NA,0,2,0,10,4,2012-07-01T04:00:00Z,1985-05-03T04:00:00Z,8000,NA,NA,0,1,0,VA,8000,0,1985,24590,0,613f49bbf2b55a0837fba5b6
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,4,NA,0,2,0,10,4,2030-07-01T04:00:00Z,1985-04-17T05:00:00Z,NA,20993.81,NA,0,1,0,VA,0,36400,1985,24590,0,613f49bbf2b55a0837fba5b7
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,0,NA,0,1,0,10,4,2048-07-01T04:00:00Z,1984-05-25T04:00:00Z,1108.7,NA,NA,0,1,0,VA,7500,0,1987,NA,0,613f49bbf2b55a0837fba5fe
0,2021-07-25T01:39:04Z,NA,4,Temporarily Unavailable,NA,1,51065,NA,1978-01-27T05:00:00Z,0,NA,NA,NA,NA,0,37.8,-78.5,0,NA,0,4,0,NA,4,1992-10-12T04:00:00Z,1977-05-09T04:00:00Z,368,85,NA,0,NA,0,VA,6100,5000,1978,24590,0,613f49bbf2b55a0837fba5ff
0,2021-07-25T01:39:04Z,NA,4,Temporarily Unavailable,NA,1,51065,NA,1979-02-26T05:00:00Z,0,NA,NA,NA,NA,0,37.8,-78.5,0,NA,0,4,0,NA,4,1992-10-12T04:00:00Z,1977-05-09T04:00:00Z,NA,NA,NA,0,NA,0,VA,6700,5000,1979,24590,0,613f49bbf2b55a0837fba600
0,2021-07-25T01:39:04Z,NA,4,Temporarily Unavailable,NA,1,51003,NA,1978-01-27T05:00:00Z,0,NA,NA,51003011400,NA,0,37.8,-78.5,0,NA,0,4,0,NA,1,1992-10-12T04:00:00Z,1977-05-08T04:00:00Z,1804.2,NA,NA,0,NA,0,VA,18200,5000,1978,24590,0,613f49bbf2b55a0837fba601
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,0,NA,0,1,0,10,4,2048-07-01T04:00:00Z,1984-05-25T04:00:00Z,7500,NA,NA,0,1,0,VA,7500,0,1985,NA,0,613f49bbf2b55a0837fba62f
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51003,NA,1979-09-21T04:00:00Z,0,1,NA,51003011000,A,0,38,-78.5,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1978-09-27T04:00:00Z,NA,765,NA,0,1,0,VA,12100,5000,1979,22903,0,613f49bbf2b55a0837fba82b
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,1,NA,51003011000,A,0,38,-78.5,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1978-09-27T04:00:00Z,91.16,421,NA,0,3,0,VA,19400,6200,1987,22903,0,613f49bbf2b55a0837fba82e
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,0,NA,0,1,0,10,4,2030-06-01T04:00:00Z,1985-04-27T05:00:00Z,7761.76,NA,NA,0,1,0,VA,10000,0,1985,NA,0,613f49ccf2b55a0837fc9f0f
