agricultureStructureIndicator,asOfDate,baseFloodElevation,basementEnclosureCrawlspace,reportedCity,condominiumIndicator,policyCount,countyCode,communityRatingSystemDiscount,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,censusTract,floodZone,houseWorship,latitude,longitude,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,state,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,reportedZipcode,primaryResidence,id
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,1,NA,51003011400,A,0,37.8,-78.5,3,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1985-03-10T05:00:00Z,NA,NA,NA,0,1,0,VA,4400,0,1985,NA,0,613f49d0f2b55a0837fcd866
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51079,NA,1979-09-05T04:00:00Z,0,NA,NA,NA,NA,0,38.3,-78.5,4,NA,0,3,0,10,1,1992-10-12T04:00:00Z,1979-03-29T05:00:00Z,1553.44,NA,NA,0,1,0,VA,29300,1500,1979,22973,0,613f49d0f2b55a0837fcd8d3
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51079,NA,1979-09-05T04:00:00Z,0,NA,NA,NA,NA,0,38.3,-78.5,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1979-03-29T05:00:00Z,NA,288.8,NA,0,1,0,VA,13300,1500,1979,22973,0,613f49d0f2b55a0837fcd8d4
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1979-06-03T04:00:00Z,0,NA,NA,NA,NA,0,38,-78.5,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1979-05-31T04:00:00Z,195.13,2000,NA,0,1,0,VA,8500,2000,1979,22902,0,613f49d0f2b55a0837fcd951
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51125,NA,1985-11-04T05:00:00Z,0,NA,NA,NA,C,0,37.6,-78.8,4,NA,0,3,0,10,1,2020-07-01T04:00:00Z,1984-08-01T04:00:00Z,11338.03,5934.5,NA,0,1,0,VA,33300,14400,1985,24581,0,613f49d0f2b55a0837fcd990
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,1979-06-02T04:00:00Z,0,NA,NA,51540000502,NA,0,38,-78.5,0,NA,0,1,0,10,1,1992-10-12T04:00:00Z,1978-08-18T04:00:00Z,8287.56,NA,NA,0,1,0,VA,35000,0,1979,22903,0,613f49d0f2b55a0837fcdaf0
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1979-06-02T04:00:00Z,0,1,NA,51540000502,A,0,38,-78.5,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1978-08-24T04:00:00Z,10397.15,5000,NA,0,1,0,VA,35000,5000,1979,22903,0,613f49d0f2b55a0837fcdb21
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1979-09-21T04:00:00Z,0,1,NA,51540000502,A,0,38,-78.5,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1978-08-24T04:00:00Z,2677.27,4270.16,NA,0,1,0,VA,50000,15000,1979,22903,0,613f49d0f2b55a0837fcdb22
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51065,NA,1985-11-06T05:00:00Z,0,NA,NA,51065020200,A18,0,37.9,-78.1,0,NA,0,2,0,10,1,1962-07-01T04:00:00Z,1985-06-15T04:00:00Z,NA,NA,NA,0,1,0,VA,44300,0,1985,23084,0,613f49d1f2b55a0837fcddb7
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,6,1979-04-25T05:00:00Z,0,NA,NA,51003010700,A02,0,38.1,-78.5,4,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1978-11-27T05:00:00Z,655.2,NA,NA,0,1,0,VA,11000,10000,1979,22901,0,613f49dbf2b55a0837fd6f41
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,6,1979-04-25T05:00:00Z,0,NA,NA,51003010700,A02,0,38.1,-78.5,3,NA,0,1,0,10,1,1992-10-12T04:00:00Z,1978-11-27T05:00:00Z,185,988.55,NA,0,1,0,VA,38500,10000,1979,22901,0,613f49dbf2b55a0837fd6f42
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51065,NA,1985-11-04T05:00:00Z,0,NA,NA,51065020200,A18,0,37.8,-78.2,4,NA,0,3,0,10,1,1992-10-12T04:00:00Z,1985-06-15T04:00:00Z,6125.75,46,NA,0,1,0,VA,21200,5000,1985,23038,0,613f49edf2b55a0837fe5d17
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51065,NA,1987-04-17T04:00:00Z,0,NA,NA,51065020200,A18,0,37.8,-78.2,4,NA,0,3,0,10,1,1992-10-12T04:00:00Z,1985-06-15T04:00:00Z,438.92,496.79,NA,0,1,0,VA,21200,5000,1987,23038,0,613f49edf2b55a0837fe5d18
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,3,NA,0,1,0,10,4,1952-07-01T04:00:00Z,1985-04-24T05:00:00Z,NA,20000,NA,0,1,0,VA,0,20000,1985,24590,0,613f49edf2b55a0837fe5d2d
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,4,1992-10-12T04:00:00Z,1984-04-19T05:00:00Z,16500,NA,NA,0,1,0,VA,16500,0,1985,24590,0,613f49edf2b55a0837fe5d2e
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,4,1992-10-12T04:00:00Z,1984-04-19T05:00:00Z,10564.19,NA,NA,0,1,0,VA,16500,0,1987,24590,0,613f49edf2b55a0837fe5d2f
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,4,1992-10-12T04:00:00Z,1984-04-19T05:00:00Z,3095.56,NA,NA,0,1,0,VA,18200,0,1987,24590,0,613f49edf2b55a0837fe5d30
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51065,NA,1985-11-06T05:00:00Z,0,NA,NA,51065020200,A15,0,37.7,-78.3,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1985-11-05T05:00:00Z,21136.68,NA,NA,0,1,0,VA,42400,8400,1985,23022,0,613f49edf2b55a0837fe5da7
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51125,NA,1985-11-04T05:00:00Z,0,1,NA,NA,A,0,37.8,-79,3,NA,0,1,0,10,1,1970-07-01T04:00:00Z,1985-02-13T05:00:00Z,NA,NA,NA,0,1,0,VA,16500,2800,1985,22967,0,613f49edf2b55a0837fe5dca
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,B,0,37.8,-78.5,2,NA,0,3,0,10,1,1992-10-12T04:00:00Z,1985-03-15T05:00:00Z,310.15,NA,NA,0,1,0,VA,20000,5900,1985,24590,0,613f49edf2b55a0837fe5dd9
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1979-06-03T04:00:00Z,0,NA,NA,51540000502,NA,0,38,-78.5,0,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1978-09-01T04:00:00Z,2186.25,NA,NA,0,1,0,VA,35000,0,1979,22903,0,613f49f5f2b55a0837fed195
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,1979-06-03T04:00:00Z,0,NA,NA,51540000502,NA,0,38,-78.5,1,NA,0,1,0,10,1,1992-10-12T04:00:00Z,1978-10-25T04:00:00Z,7594.79,5000,NA,0,1,0,VA,35000,6000,1979,22903,0,613f49faf2b55a0837ff33ca
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,1979-09-21T04:00:00Z,0,NA,NA,51540000502,NA,0,38,-78.5,1,NA,0,1,0,10,1,1992-10-12T04:00:00Z,1978-10-25T04:00:00Z,1897.82,NA,NA,0,1,0,VA,35000,6000,1979,22903,0,613f49faf2b55a0837ff33cb
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,1,NA,51003011400,A,0,37.8,-78.5,3,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1985-02-07T05:00:00Z,2375.32,141.44,NA,0,3,0,VA,5500,3500,1985,24590,0,613f49fef2b55a0837ff6ba0
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,1,NA,51003011400,A,0,37.8,-78.5,3,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1985-02-07T05:00:00Z,641.85,NA,NA,0,3,0,VA,5500,3500,1987,24590,0,613f49fef2b55a0837ff6ba1
0,2021-07-25T01:39:04Z,663,NA,Temporarily Unavailable,N,1,51125,NA,1979-09-07T04:00:00Z,0,NA,NA,NA,B,0,37.9,-78.8,0,NA,0,1,0,10,1,1992-10-12T04:00:00Z,1979-03-27T05:00:00Z,NA,NA,NA,0,1,0,VA,10000,0,1979,22938,0,613f4a03f2b55a0837ffae94
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1979-09-21T04:00:00Z,0,NA,NA,51540000800,C,0,38.1,-78.5,4,NA,0,3,0,10,2,1992-10-12T04:00:00Z,1979-06-23T04:00:00Z,1476.79,50,NA,0,1,0,VA,80000,3000,1979,22901,0,613f4a07f2b55a0837ffdc55
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1979-09-21T04:00:00Z,0,1,NA,51003010700,A,0,38.1,-78.5,2,NA,0,4,0,10,4,1992-10-12T04:00:00Z,1979-06-10T04:00:00Z,NA,24843.47,NA,0,1,0,VA,0,50000,1979,22901,0,613f4a07f2b55a0837ffe37a
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-06T05:00:00Z,0,1,NA,51003011400,A,0,37.8,-78.5,3,NA,0,3,0,10,4,1992-10-12T04:00:00Z,1985-08-12T04:00:00Z,NA,8115.12,NA,0,1,0,VA,0,10000,1985,24562,0,613f4a0af2b55a0837fffad5
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1979-09-22T04:00:00Z,0,NA,NA,51540000600,NA,0,38,-78.5,4,NA,0,3,0,10,3,1992-10-12T04:00:00Z,1979-07-25T04:00:00Z,32814.14,4272.07,NA,0,1,0,VA,100000,10000,1979,22903,0,613f4a0bf2b55a083700009f
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51125,NA,1979-09-21T04:00:00Z,0,1,NA,NA,A,0,37.9,-78.9,0,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1979-09-11T04:00:00Z,7135.8,NA,NA,0,1,0,VA,80000,0,1979,22958,0,613f4a0df2b55a0837001b58
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1996-09-06T04:00:00Z,0,NA,NA,51540000302,B,0,38,-78.5,0,NA,0,3,0,NA,2,2000-01-01T05:00:00Z,1991-10-15T04:00:00Z,1263.3,NA,NA,0,1,0,VA,75000,0,1996,22902,0,613f4a0ef2b55a083700249b
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51540,NA,1979-09-21T04:00:00Z,0,NA,NA,51540000800,C,0,38.1,-78.5,1,NA,0,2,0,10,2,1992-10-12T04:00:00Z,1979-09-19T04:00:00Z,NA,698.62,NA,0,1,0,VA,0,5000,1979,22901,0,613f4a10f2b55a0837003bb5
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,4,NA,0,3,0,10,4,1992-10-12T04:00:00Z,1985-02-21T05:00:00Z,11044.75,NA,NA,0,1,0,VA,44000,0,1985,24590,0,613f4a12f2b55a0837004c5f
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,4,NA,0,3,0,10,4,1992-10-12T04:00:00Z,1985-02-21T05:00:00Z,618.36,NA,NA,0,1,0,VA,48400,0,1987,24590,0,613f4a12f2b55a0837004c60
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,4,NA,0,3,0,10,4,1992-10-12T04:00:00Z,1985-02-21T05:00:00Z,NA,NA,NA,0,1,0,VA,48400,0,1987,24590,0,613f4a12f2b55a0837004c61
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,1987-09-08T04:00:00Z,0,1,NA,51540000502,A,0,38,-78.5,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1987-06-23T04:00:00Z,3288,853,NA,0,1,0,VA,46600,5900,1987,22903,0,613f4a17f2b55a083700800e
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1982-05-27T04:00:00Z,0,1,NA,51003011202,A,0,38,-78.5,2,NA,0,3,0,10,1,1992-10-12T04:00:00Z,1981-06-05T04:00:00Z,NA,NA,NA,0,3,0,VA,10300,2100,1982,22901,0,613f4a17f2b55a083700889f
0,2021-05-23T00:52:17Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1982-05-28T04:00:00Z,0,1,NA,51003010700,A,0,38.1,-78.5,2,NA,0,4,0,10,4,1992-10-12T04:00:00Z,1979-06-10T04:00:00Z,NA,50000,NA,0,3,0,VA,0,50000,1982,22901,0,613f4a17f2b55a0837008c6c
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1982-05-27T04:00:00Z,0,1,NA,51003010700,A,0,38.1,-78.5,2,NA,0,4,0,10,1,1992-10-12T04:00:00Z,1981-06-27T04:00:00Z,4511.46,6213.38,NA,0,3,0,VA,11000,10500,1982,22901,0,613f4a18f2b55a0837009364
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,NA,A15,0,37.8,-78.5,3,NA,0,3,0,10,4,1992-10-12T04:00:00Z,1984-12-08T05:00:00Z,NA,30000,NA,0,1,0,VA,0,30000,1985,24590,0,613f4a1df2b55a083700c275
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,NA,A15,0,37.8,-78.5,3,NA,0,3,0,10,4,1992-10-12T04:00:00Z,1984-12-08T05:00:00Z,NA,40000,NA,0,1,0,VA,0,40000,1987,24590,0,613f4a1df2b55a083700c278
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,NA,NA,NA,A15,0,37.8,-78.5,3,NA,0,3,0,10,4,1992-10-12T04:00:00Z,1984-12-08T05:00:00Z,NA,30448.99,NA,0,1,0,VA,0,40000,1987,24590,0,613f4a1df2b55a083700c27a
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51125,NA,2006-06-28T04:00:00Z,0,NA,NA,NA,A,0,37.8,-78.9,3,NA,0,2,0,NA,4,2000-01-01T05:00:00Z,1992-02-02T05:00:00Z,NA,NA,NA,0,1,0,VA,7400,12800,2006,22949,0,613f4a1ff2b55a083700d698
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51125,NA,1985-11-04T05:00:00Z,0,NA,NA,NA,C,0,37.8,-79,0,NA,0,1,0,10,1,1992-10-12T04:00:00Z,1985-02-06T05:00:00Z,1191,NA,NA,0,1,0,VA,40000,0,1985,22967,0,613f4a1ff2b55a083700d85d
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51065,NA,1985-11-07T05:00:00Z,0,1,NA,NA,A,0,37.8,-78.5,0,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1985-07-16T04:00:00Z,4425,NA,NA,0,3,0,VA,10000,0,1985,24590,0,613f4a23f2b55a0837010207
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,1,NA,51003011400,A,0,37.8,-78.5,3,NA,0,2,0,10,4,2034-07-01T04:00:00Z,1985-07-28T04:00:00Z,NA,104200,NA,0,3,0,VA,0,104200,1985,24590,0,613f4a23f2b55a083701070a
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-18T04:00:00Z,0,1,NA,51003011400,A,0,37.8,-78.5,3,NA,0,2,0,10,4,2034-07-01T04:00:00Z,1985-07-28T04:00:00Z,NA,4852.58,NA,0,3,0,VA,0,104200,1987,24590,0,613f4a23f2b55a083701070b
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,1,NA,51003011400,A,0,37.8,-78.5,3,NA,0,2,0,10,4,2034-07-01T04:00:00Z,1985-07-28T04:00:00Z,NA,5462.06,NA,0,3,0,VA,0,109400,1987,24590,0,613f4a23f2b55a083701070c
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1990-05-26T04:00:00Z,0,NA,NA,51003010700,C,0,38.1,-78.5,3,NA,0,1,0,10,4,1974-07-01T04:00:00Z,1989-06-16T04:00:00Z,1084.47,934.19,NA,0,1,0,VA,137000,300000,1990,22901,0,613f4a29f2b55a083701514a
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51003,NA,1985-11-06T05:00:00Z,0,NA,NA,51003010402,B,0,38,-78.5,2,NA,0,3,0,10,1,1992-10-12T04:00:00Z,1985-08-06T04:00:00Z,NA,650,NA,0,1,0,VA,35000,5000,1985,22902,0,613f4a2af2b55a08370156cf
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,1,NA,51003011400,A,0,37.8,-78.5,4,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1985-09-22T04:00:00Z,NA,2041.9,NA,0,3,0,VA,0,10500,1985,24590,0,613f4a2bf2b55a0837016009
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-04T05:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,2,1992-10-12T04:00:00Z,1985-03-28T05:00:00Z,7610.4,NA,NA,0,1,0,VA,32500,0,1985,24590,0,613f4a2ef2b55a08370182f4
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51065,NA,1996-09-07T04:00:00Z,0,NA,NA,51065020200,A25,0,37.7,-78.3,3,NA,0,1,0,10,4,2000-01-01T05:00:00Z,1991-09-20T04:00:00Z,35482.37,NA,NA,0,1,0,VA,155800,16300,1996,23022,0,613f4a2ff2b55a0837018b78
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,1987-09-08T04:00:00Z,0,NA,NA,51540000800,C,0,38.1,-78.5,0,NA,0,2,0,10,2,1992-10-12T04:00:00Z,1987-05-14T04:00:00Z,4943.81,NA,NA,0,1,0,VA,39900,0,1987,22901,0,613f4a2ff2b55a0837018e8b
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,4,NA,0,2,0,10,4,1992-10-12T04:00:00Z,1985-05-08T04:00:00Z,14726.03,NA,NA,0,1,0,VA,20000,0,1985,24590,0,613f4a30f2b55a08370190ed
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-05T05:00:00Z,0,2,NA,51003011400,A,0,37.8,-78.5,3,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1985-02-23T05:00:00Z,4789.3,NA,NA,0,3,0,VA,50000,0,1985,24590,0,613f4a34f2b55a083701c0bc
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51540,NA,1987-09-08T04:00:00Z,0,2,NA,51540000502,A,0,38,-78.5,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1987-07-29T04:00:00Z,NA,NA,NA,0,1,0,VA,25400,4600,1987,22903,0,613f4a36f2b55a083701cfef
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-05T05:00:00Z,0,2,NA,51003011400,A,0,37.8,-78.5,3,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1985-08-10T04:00:00Z,28795.32,16225.93,NA,0,1,0,VA,60000,35000,1985,24590,0,613f4a36f2b55a083701d3d2
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,2,NA,51003011400,A,0,37.8,-78.5,3,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1985-08-10T04:00:00Z,11630.48,750,NA,0,1,0,VA,60000,35000,1987,24590,0,613f4a36f2b55a083701d3d4
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,2,NA,51003011400,A,0,37.8,-78.5,3,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1985-08-10T04:00:00Z,1103.51,NA,NA,0,1,0,VA,66000,36800,1987,24590,0,613f4a36f2b55a083701d3d5
0,2021-07-25T01:39:04Z,NA,1,Temporarily Unavailable,N,1,51540,NA,1987-09-08T04:00:00Z,0,2,NA,51540000502,A,0,38,-78.5,2,NA,0,4,0,10,1,1963-08-01T04:00:00Z,1985-11-14T05:00:00Z,5149.3,NA,NA,0,1,0,VA,30000,1000,1987,22903,0,613f4a37f2b55a083701dc04
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-07T05:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,2,1992-10-12T04:00:00Z,1984-12-27T05:00:00Z,15083,NA,NA,0,1,0,VA,35000,0,1985,24562,0,613f4a37f2b55a083701df51
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,2,1992-10-12T04:00:00Z,1984-12-27T05:00:00Z,23150.25,NA,NA,0,1,0,VA,40000,0,1987,24562,0,613f4a37f2b55a083701df52
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,2,1992-10-12T04:00:00Z,1984-12-27T05:00:00Z,12287.57,NA,NA,0,1,0,VA,40000,0,1987,24562,0,613f4a37f2b55a083701df53
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51065,NA,1985-11-05T05:00:00Z,0,NA,NA,NA,B,0,37.8,-78.5,3,NA,0,2,0,10,4,1992-10-12T04:00:00Z,1985-02-14T05:00:00Z,NA,108400,NA,0,1,0,VA,0,108400,1985,24590,0,613f4a37f2b55a083701e209
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1985-11-05T05:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1983-08-08T04:00:00Z,25459.32,5300,NA,0,1,0,VA,33000,5300,1985,24590,0,613f4a3af2b55a0837020559
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51065,NA,1987-09-08T04:00:00Z,0,NA,NA,NA,A15,0,37.7,-78.3,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1987-01-27T05:00:00Z,8765.12,NA,NA,0,1,0,VA,25000,0,1987,23022,0,613f4a3bf2b55a0837020760
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1986-11-09T05:00:00Z,6649.8,NA,NA,0,1,0,VA,15400,5300,1987,24590,0,613f4a3bf2b55a08370207a8
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1986-11-09T05:00:00Z,5482.32,3819,NA,0,1,0,VA,15400,5300,1987,24590,0,613f4a3bf2b55a08370207a9
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,4,NA,0,1,0,10,4,1992-10-12T04:00:00Z,1987-02-12T05:00:00Z,8911,NA,NA,0,1,0,VA,22000,3200,1987,24590,0,613f4a3cf2b55a08370211d5
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A12,0,37.8,-78.5,3,NA,0,2,0,10,4,1992-10-12T04:00:00Z,1986-04-22T05:00:00Z,NA,3236.8,NA,0,1,0,VA,0,5000,1987,24590,0,613f4a3cf2b55a0837021337
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51065,NA,1987-04-17T04:00:00Z,0,NA,NA,51065020200,A18,0,37.8,-78.2,2,NA,0,2,0,10,1,1992-10-12T04:00:00Z,1986-06-22T04:00:00Z,NA,NA,NA,0,1,0,VA,49400,4100,1987,23038,0,613f4a3cf2b55a0837021411
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,3,NA,0,2,0,10,4,1992-10-12T04:00:00Z,1986-05-14T04:00:00Z,4622.03,543,NA,0,1,0,VA,5000,26000,1987,24590,0,613f4a3cf2b55a0837021536
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-09-08T04:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,3,NA,0,2,0,10,4,1992-10-12T04:00:00Z,1986-05-14T04:00:00Z,620,2128,NA,0,1,0,VA,5000,26000,1987,24590,0,613f4a3cf2b55a0837021537
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51003,NA,1987-04-17T04:00:00Z,0,NA,NA,51003011400,A15,0,37.8,-78.5,4,NA,0,2,0,10,4,1992-10-12T04:00:00Z,1986-07-13T04:00:00Z,6811.92,NA,NA,0,1,0,VA,35100,0,1987,24590,0,613f4a3cf2b55a08370217cf
