agricultureStructureIndicator,asOfDate,baseFloodElevation,basementEnclosureCrawlspace,reportedCity,condominiumIndicator,policyCount,countyCode,communityRatingSystemDiscount,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,censusTract,floodZone,houseWorship,latitude,longitude,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,state,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,reportedZipcode,primaryResidence,id
0,2021-09-02T02:27:19Z,4,NA,Temporarily Unavailable,N,1,51001,8,2012-10-27T04:00:00Z,1,NA,-2,51001090100,AE,0,37.9,-75.4,7,2.3,2.3,3,0,54,2,2040-01-01T05:00:00Z,1994-03-05T05:00:00Z,NA,NA,NA,0,1,0,VA,250000,13400,2012,23336,0,613f47f3f2b55a0837dffb09
0,2021-09-02T02:27:19Z,4,NA,Temporarily Unavailable,N,1,51001,8,2018-07-21T04:00:00Z,1,NA,-2,51001090100,AE,0,37.9,-75.4,7,2.3,2.3,3,0,54,2,2040-01-01T05:00:00Z,1994-03-05T05:00:00Z,NA,NA,NA,0,1,0,VA,250000,11000,2018,23336,0,613f47f3f2b55a0837dffb0a
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1985-09-27T04:00:00Z,0,NA,NA,51001090700,AE,0,37.6,-75.9,0,NA,0,1,0,NA,1,1977-06-01T04:00:00Z,1985-08-12T04:00:00Z,NA,NA,NA,0,1,0,VA,27500,5000,1985,23358,1,613f47f3f2b55a0837e00153
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,0,NA,NA,51001090700,AE,0,37.6,-75.9,0,NA,0,1,0,NA,1,1977-06-01T04:00:00Z,1985-08-12T04:00:00Z,862.91,928.52,NA,0,1,0,VA,44000,7400,1999,23358,1,613f47f3f2b55a0837e005b3
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,8,1998-02-05T05:00:00Z,0,NA,NA,51001090100,AE,0,38,-75.3,0,NA,0,2,0,NA,1,1960-07-01T04:00:00Z,1995-08-07T04:00:00Z,2006.81,NA,NA,0,1,0,VA,25000,0,1998,23336,1,613f47f6f2b55a0837e04020
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,8,2008-05-12T04:00:00Z,0,NA,NA,51001090100,AE,0,38,-75.3,0,NA,0,2,0,NA,1,1960-07-01T04:00:00Z,1995-08-07T04:00:00Z,5480.9,NA,NA,0,1,0,VA,140000,0,2008,23336,1,613f47f6f2b55a0837e04026
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,0,NA,NA,51001090700,B,0,37.6,-75.9,4,NA,0,2,0,NA,1,2017-01-08T05:00:00Z,1996-08-31T04:00:00Z,7392.83,1957.8,NA,0,1,0,VA,133100,46300,1999,23358,0,613f47f6f2b55a0837e040f8
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,0,NA,NA,51001090700,B,0,37.6,-75.9,4,NA,0,2,0,NA,1,2017-01-08T05:00:00Z,1996-08-31T04:00:00Z,4414.73,NA,NA,0,1,0,VA,250000,100000,2012,23358,0,613f47f6f2b55a0837e04103
0,2021-09-02T02:27:19Z,9,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,1,NA,2,51001090300,AE,0,37.9,-75.7,0,1.8,10.5,1,0,10,1,2013-03-01T05:00:00Z,1996-10-21T04:00:00Z,39437.14,NA,30000,1,1,0,VA,76000,0,2012,23359,1,613f47f6f2b55a0837e04122
0,2021-09-02T02:27:19Z,7,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,1,NA,1,51001090600,A06,0,37.7,-75.8,4,4.8,8,2,0,10,1,1986-07-01T04:00:00Z,2001-08-15T04:00:00Z,9108.15,NA,NA,1,1,0,VA,193600,16600,2012,23417,1,613f47f6f2b55a0837e045ed
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,1,NA,NA,51001090500,AE,0,37.8,-75.7,4,NA,0,2,0,10,1,2020-07-01T04:00:00Z,2002-07-23T04:00:00Z,65123.4,20000,NA,0,1,0,VA,250000,20000,2012,23308,1,613f47f6f2b55a0837e04664
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,8,2016-01-22T05:00:00Z,1,NA,NA,51001090100,AE,0,37.9,-75.4,7,NA,0,3,0,50,1,2020-01-01T05:00:00Z,2008-07-29T04:00:00Z,592.18,NA,NA,0,1,0,VA,225000,50000,2016,23336,1,613f47f6f2b55a0837e04ad6
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,1,NA,NA,51001090300,AE,0,37.9,-75.7,7,NA,0,3,0,50,1,2020-01-01T05:00:00Z,2010-08-27T04:00:00Z,7075.99,1138.66,NA,0,1,0,VA,250000,10000,2012,23426,1,613f47f6f2b55a0837e04ce3
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,0,NA,NA,51001090300,X,0,37.9,-75.6,3,NA,0,1,0,10,1,2020-07-01T04:00:00Z,1991-10-18T04:00:00Z,NA,NA,NA,0,1,0,VA,250000,100000,2012,23308,1,613f47f8f2b55a0837e07a74
0,2021-09-02T02:27:19Z,5,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,0,NA,3,51001090600,A08,0,37.8,-75.8,0,NA,8,1,0,10,1,1986-06-19T04:00:00Z,1991-08-25T04:00:00Z,NA,NA,NA,1,1,0,VA,97500,0,1999,23417,1,613f47f8f2b55a0837e07a7a
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-30T04:00:00Z,0,NA,NA,51001090600,AE,0,37.7,-75.8,0,NA,0,1,0,10,1,1950-07-01T04:00:00Z,1993-09-20T04:00:00Z,19302.95,NA,NA,0,1,0,VA,56600,0,2012,23417,0,613f47f8f2b55a0837e07a8b
0,2021-09-02T02:27:19Z,10,NA,Temporarily Unavailable,N,1,51131,NA,2003-09-18T04:00:00Z,1,NA,6,51131930300,AE,0,37.3,-75.9,0,4.3,15.9,2,0,10,1,2020-07-02T04:00:00Z,1991-08-08T04:00:00Z,14426.41,NA,NA,0,1,0,VA,93200,0,2003,23310,0,613f47f8f2b55a0837e07aa0
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,8,2006-09-01T04:00:00Z,1,NA,NA,51001090800,X,0,37.6,-75.7,4,NA,0,2,0,10,1,2000-04-27T04:00:00Z,2001-07-19T04:00:00Z,NA,NA,NA,1,2,0,VA,250000,0,2006,23480,1,613f47f8f2b55a0837e07ac3
0,2021-09-02T02:27:19Z,6,4,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,0,NA,-4,51001090600,AE,0,37.7,-75.8,2,3.5,2,2,0,80,1,1970-07-01T04:00:00Z,1998-08-09T04:00:00Z,4925.03,2544.19,NA,0,1,0,VA,88000,5000,1999,23417,0,613f47f8f2b55a0837e07ac9
0,2021-09-02T02:27:19Z,4,NA,Temporarily Unavailable,N,1,51001,6,2006-09-01T04:00:00Z,1,NA,5,51001090700,AE,0,37.6,-75.9,3,5.4,8.7,1,0,15,1,2005-04-01T05:00:00Z,2005-08-11T04:00:00Z,NA,NA,NA,1,1,0,VA,120500,40000,2006,23306,1,613f47f8f2b55a0837e07ad4
0,2021-09-02T02:27:19Z,NA,2,Temporarily Unavailable,N,1,51001,6,2009-11-13T05:00:00Z,0,NA,NA,51001090400,X,0,37.8,-75.6,2,NA,0,2,0,NA,1,2020-06-01T04:00:00Z,2006-08-30T04:00:00Z,898.6,NA,NA,0,7,0,VA,250000,100000,2009,23421,1,613f47f8f2b55a0837e07add
0,2021-09-02T02:27:19Z,NA,2,Temporarily Unavailable,N,1,51001,6,2009-12-08T05:00:00Z,0,NA,NA,51001090400,X,0,37.8,-75.6,2,NA,0,2,0,NA,1,2020-06-01T04:00:00Z,2006-08-30T04:00:00Z,920.29,NA,NA,0,7,0,VA,250000,100000,2009,23421,1,613f47f8f2b55a0837e07adf
0,2021-09-02T02:27:19Z,6,NA,Temporarily Unavailable,N,1,51001,6,2011-09-03T04:00:00Z,1,NA,0,51001090600,AE,0,37.7,-75.8,4,3.4,6.2,2,0,15,1,1990-06-01T04:00:00Z,2006-08-14T04:00:00Z,6098.16,NA,NA,1,1,0,VA,250000,100000,2011,23417,1,613f47f8f2b55a0837e07ae4
0,2021-09-02T02:27:19Z,6,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,1,NA,0,51001090600,AE,0,37.7,-75.8,4,3.4,6.2,2,0,15,1,1990-06-01T04:00:00Z,2006-08-14T04:00:00Z,5160.45,NA,NA,1,1,0,VA,250000,100000,2012,23417,1,613f47f8f2b55a0837e07ae5
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,1,NA,NA,51001090600,AE,0,37.8,-75.8,0,NA,0,2,0,15,1,1950-06-08T04:00:00Z,2008-08-20T04:00:00Z,1063.39,NA,NA,0,1,0,VA,105700,0,2012,23417,1,613f47f8f2b55a0837e07af4
0,2021-09-02T02:27:19Z,6,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,1,NA,1,51001090600,AE,0,37.7,-75.8,0,4.6,7.4,2,0,15,1,1991-01-01T05:00:00Z,2009-07-18T04:00:00Z,8071.21,NA,NA,1,1,0,VA,195000,0,2012,23417,0,613f47f8f2b55a0837e07af6
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,1,NA,NA,51001090800,AE,0,37.6,-75.8,0,NA,0,1,0,10,1,1970-07-01T04:00:00Z,1987-11-30T05:00:00Z,476.22,NA,NA,0,1,0,VA,67800,0,1999,23420,0,613f47f9f2b55a0837e09d4c
0,2021-09-02T02:27:19Z,NA,0,Temporarily Unavailable,N,1,51001,NA,2006-09-01T04:00:00Z,1,NA,NA,51001090600,AE,0,37.8,-76,0,NA,0,2,0,10,1,2040-01-01T05:00:00Z,2000-01-01T05:00:00Z,2799.92,NA,NA,0,1,0,VA,58500,0,2006,23440,1,613f47fbf2b55a0837e0c9e5
0,2021-09-02T02:27:19Z,NA,0,Temporarily Unavailable,N,1,51001,NA,2009-11-13T05:00:00Z,1,NA,NA,51001090600,AE,0,37.8,-76,0,NA,0,2,0,10,1,2040-01-01T05:00:00Z,2000-01-01T05:00:00Z,11912.76,NA,NA,0,1,0,VA,58500,0,2009,23440,1,613f47fbf2b55a0837e0c9e6
0,2021-09-02T02:27:19Z,NA,0,Temporarily Unavailable,N,1,51001,NA,2012-10-29T04:00:00Z,1,NA,NA,51001090600,AE,0,37.8,-76,0,NA,0,2,0,10,1,2040-01-01T05:00:00Z,2000-01-01T05:00:00Z,9394.27,NA,NA,0,1,0,VA,64400,0,2012,23440,1,613f47fbf2b55a0837e0c58b
0,2021-09-02T02:27:19Z,NA,2,Temporarily Unavailable,N,1,51001,NA,2012-10-29T04:00:00Z,1,NA,NA,51001090600,AE,0,37.8,-76,7,NA,0,2,0,50,1,1957-01-01T05:00:00Z,2005-08-25T04:00:00Z,12776.63,NA,NA,0,1,0,VA,110000,42000,2012,23440,1,613f47fbf2b55a0837e0cb9e
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1992-01-03T05:00:00Z,0,NA,NA,51001090100,AE,0,37.9,-75.4,0,NA,0,1,0,10,1,1969-07-01T04:00:00Z,1987-09-17T04:00:00Z,NA,NA,NA,0,1,0,VA,127100,60000,1992,23336,0,613f4809f2b55a0837e1b0f8
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,8,2016-09-03T04:00:00Z,0,NA,NA,51001090800,AE,0,37.6,-75.7,3,NA,0,1,0,NA,6,1954-05-05T04:00:00Z,2016-03-25T04:00:00Z,14127.44,12817.78,NA,0,1,1,VA,140000,40000,2016,23480,0,613f480cf2b55a0837e1d1a5
0,2021-09-02T02:27:19Z,NA,4,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,0,NA,NA,51001090600,AE,0,37.8,-75.8,2,NA,0,2,0,80,1,1969-06-01T04:00:00Z,2010-08-13T04:00:00Z,17169.17,NA,NA,0,1,0,VA,110600,7100,2012,23417,0,613f480cf2b55a0837e1defb
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,1,NA,NA,51001090600,AE,0,37.8,-75.8,0,NA,0,2,0,10,1,2030-07-01T04:00:00Z,1987-07-30T04:00:00Z,19576.46,5400,NA,0,1,0,VA,79400,5400,1999,23417,0,613f480ef2b55a0837e2015a
0,2021-07-25T01:39:04Z,7,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,1,NA,3,51001090600,AE,0,37.7,-75.8,0,6.2,9.7,2,0,10,1,1995-01-01T05:00:00Z,1999-06-28T04:00:00Z,NA,NA,NA,1,1,0,VA,210000,100000,1999,23417,0,613f480ff2b55a0837e21bba
0,2021-08-04T00:51:54Z,4,4,Temporarily Unavailable,N,1,51001,8,2012-10-29T04:00:00Z,0,NA,0,51001090100,AE,0,37.9,-75.4,2,4,3.6,3,0,80,1,1970-01-01T05:00:00Z,2000-08-03T04:00:00Z,NA,NA,NA,0,1,0,VA,101300,15400,2012,23336,1,613f4812f2b55a0837e263aa
0,2021-08-04T00:51:54Z,8,NA,Temporarily Unavailable,N,1,51001,6,2012-10-30T04:00:00Z,1,NA,1,51001090300,A06,0,37.9,-75.7,3,3.9,9.2,1,0,15,1,2005-01-01T05:00:00Z,2010-07-28T04:00:00Z,10690.19,7628.36,NA,1,1,0,VA,195000,20000,2012,23426,1,613f4813f2b55a0837e2686e
0,2021-09-02T02:27:19Z,8,NA,Temporarily Unavailable,N,1,51001,NA,2012-10-29T04:00:00Z,1,NA,-5,51001090300,AE,0,37.9,-75.7,7,3.2,3.4,3,0,54,1,1960-06-21T04:00:00Z,2000-08-14T04:00:00Z,49259.67,9503.53,NA,0,1,0,VA,156000,56300,2012,23427,1,613f4813f2b55a0837e26a0e
0,2021-01-16T05:06:47Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2011-08-27T04:00:00Z,0,NA,NA,51001090600,A06,0,37.7,-75.8,3,NA,0,1,0,NA,1,1984-05-31T04:00:00Z,2007-05-06T04:00:00Z,NA,NA,NA,0,1,0,VA,200000,21000,2011,23417,1,613f4813f2b55a0837e26be1
0,2021-08-04T00:51:54Z,NA,NA,Temporarily Unavailable,N,1,51001,8,2012-10-29T04:00:00Z,1,NA,NA,51001090100,AE,0,38,-75.3,4,NA,0,3,0,15,1,1976-06-01T04:00:00Z,2006-07-30T04:00:00Z,14691.18,NA,NA,0,1,0,VA,250000,26900,2012,23336,1,613f4814f2b55a0837e278ca
0,2021-08-04T00:51:54Z,4,NA,Temporarily Unavailable,N,1,51001,8,2012-10-29T04:00:00Z,1,NA,3,51001090100,AE,0,37.9,-75.4,3,4,6.9,1,0,10,1,1980-06-01T04:00:00Z,2000-07-28T04:00:00Z,6761.65,NA,NA,1,1,0,VA,228900,12800,2012,23336,1,613f4814f2b55a0837e27a4b
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51131,NA,2003-09-18T04:00:00Z,0,NA,NA,51131930300,AE,0,37.3,-75.9,0,NA,0,1,0,NA,1,2045-01-01T05:00:00Z,1990-06-20T04:00:00Z,13973.31,1097.55,NA,0,1,0,VA,108900,5900,2003,23310,0,613f4815f2b55a0837e282d7
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,0,NA,NA,51001090100,AE,0,37.9,-75.3,0,NA,0,2,0,NA,1,1972-01-01T05:00:00Z,1998-12-06T05:00:00Z,5654.96,1428.45,NA,0,1,0,VA,250000,14800,2012,23336,0,613f4817f2b55a0837e2aeab
0,2021-01-16T05:06:47Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1996-10-19T04:00:00Z,0,1,NA,51001090600,A04,0,37.8,-76,0,NA,0,3,0,NA,3,1979-07-01T04:00:00Z,1994-09-05T04:00:00Z,NA,NA,NA,0,1,0,VA,150000,0,1996,23440,1,613f4818f2b55a0837e2bcb1
0,2021-07-25T01:39:04Z,8,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,1,NA,0,51001090700,AE,0,37.6,-75.9,0,NA,8,1,0,10,1,1995-01-01T05:00:00Z,1995-09-08T04:00:00Z,271.99,741.97,NA,1,1,0,VA,160000,50000,1999,23358,0,613f4819f2b55a0837e2ceae
0,2021-09-08T00:26:59Z,7,1,Temporarily Unavailable,N,1,51001,6,2018-10-12T04:00:00Z,1,NA,-3,51001090600,AE,0,37.7,-75.8,0,4,4.1,2,0,54,1,2006-01-01T05:00:00Z,2016-09-06T04:00:00Z,752.31,NA,NA,1,2,0,VA,250000,0,2018,23417,1,613f481af2b55a0837e2ece8
0,2021-09-08T00:26:59Z,3,0,Temporarily Unavailable,N,1,51001,6,2006-09-01T04:00:00Z,0,NA,0,51001090100,AE,0,37.9,-75.3,0,2.3,2.8,2,0,NA,1,1977-07-01T04:00:00Z,2002-09-27T04:00:00Z,8878.53,NA,NA,0,1,0,VA,250000,40000,2006,23336,0,613f481bf2b55a0837e2f8f5
0,2021-09-08T00:26:59Z,3,0,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,0,NA,0,51001090100,AE,0,37.9,-75.3,0,2.3,2.8,2,0,NA,1,1977-07-01T04:00:00Z,2002-09-27T04:00:00Z,35479.41,2423.67,NA,0,1,0,VA,250000,40000,2012,23336,0,613f481bf2b55a0837e2f8f6
0,2021-09-08T00:26:59Z,6,0,Temporarily Unavailable,N,1,51001,8,2012-10-29T04:00:00Z,1,NA,2,51001090100,AE,0,37.9,-75.4,0,2.6,7.8,1,0,15,1,1983-06-02T04:00:00Z,2003-09-14T04:00:00Z,NA,NA,NA,1,1,0,VA,75000,15000,2012,23336,1,613f481bf2b55a0837e2f92b
0,2021-09-08T00:26:59Z,NA,2,Temporarily Unavailable,N,1,51131,NA,2018-09-09T04:00:00Z,1,NA,NA,51131930100,X,0,37.5,-75.8,0,NA,0,2,0,60,1,1950-01-01T05:00:00Z,2010-09-02T04:00:00Z,35000,NA,NA,0,1,0,VA,35000,0,2018,23350,0,613f481cf2b55a0837e31f23
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,0,NA,NA,51001090600,AE,0,37.7,-75.8,0,NA,0,1,0,NA,1,1950-01-01T05:00:00Z,1991-08-04T04:00:00Z,29605.67,5394.25,NA,0,1,0,VA,250000,27100,2012,23417,0,613f4820f2b55a0837e351b5
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,8,1998-02-04T05:00:00Z,0,NA,NA,51001090100,AE,0,37.9,-75.4,0,NA,0,1,0,NA,1,2049-07-01T04:00:00Z,1984-11-27T05:00:00Z,NA,NA,NA,0,1,0,VA,38600,6500,1998,23336,0,613f4822f2b55a0837e37457
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1991-10-28T05:00:00Z,0,NA,NA,51001090400,V10,0,37.7,-75.7,3,NA,0,1,0,10,1,1974-03-01T04:00:00Z,1989-06-18T04:00:00Z,1322.25,NA,NA,0,1,0,VA,185000,15000,1991,23301,0,613f4823f2b55a0837e38189
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,1,NA,NA,51001090300,AE,0,37.9,-75.7,4,NA,0,2,0,10,1,2020-06-01T04:00:00Z,2007-08-15T04:00:00Z,49230.83,NA,30000,0,1,0,VA,97900,32000,2012,23426,1,613f4823f2b55a0837e3806e
0,2021-09-02T02:27:19Z,5,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,0,NA,3,51001090600,A08,0,37.8,-75.8,0,NA,8,1,0,10,1,1986-06-19T04:00:00Z,1991-08-25T04:00:00Z,8033.18,NA,NA,1,1,0,VA,159000,0,2012,23417,1,613f4824f2b55a0837e38b59
0,2021-07-25T01:39:04Z,NA,2,Temporarily Unavailable,N,1,51131,NA,2012-10-29T04:00:00Z,0,NA,NA,51131930100,X,0,37.5,-76,0,NA,0,3,0,NA,1,1965-01-01T05:00:00Z,2011-06-15T04:00:00Z,NA,NA,NA,0,7,0,VA,250000,100000,2012,23350,1,613f4825f2b55a0837e39a53
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,1,NA,NA,51001090500,AE,0,37.8,-75.7,0,NA,0,2,0,10,1,1960-01-01T05:00:00Z,1996-09-23T04:00:00Z,22732.86,4541.5,NA,0,1,0,VA,145200,27600,1999,23421,1,613f4825f2b55a0837e39aa3
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2011-08-28T04:00:00Z,1,NA,NA,51001090500,AE,0,37.8,-75.7,0,NA,0,2,0,10,1,1960-01-01T05:00:00Z,1996-09-23T04:00:00Z,74911.6,219.73,NA,0,1,0,VA,250000,41000,2011,23421,1,613f4825f2b55a0837e39aad
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2012-10-29T04:00:00Z,1,NA,NA,51001090500,AE,0,37.8,-75.7,0,NA,0,2,0,10,1,1960-01-01T05:00:00Z,1996-09-23T04:00:00Z,100840.68,22644.19,23559.16,0,1,0,VA,250000,45300,2012,23421,1,613f4825f2b55a0837e39ab8
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,NA,2012-10-29T04:00:00Z,1,NA,NA,51001090300,AE,0,37.9,-75.7,4,NA,0,3,0,10,1,2010-01-01T05:00:00Z,2012-08-10T04:00:00Z,4318.04,NA,NA,0,1,0,VA,22400,13900,2012,23427,1,613f4825f2b55a0837e396d3
0,2021-07-25T01:39:04Z,8,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,1,3,1,51001090600,AE,0,37.7,-75.8,0,NA,9,2,0,10,1,1984-01-01T05:00:00Z,1994-06-08T04:00:00Z,6398.69,470.75,NA,0,1,0,VA,185000,6800,1999,23417,0,613f4825f2b55a0837e39c32
0,2021-07-25T01:39:04Z,4,NA,Temporarily Unavailable,N,1,51001,8,2012-10-29T04:00:00Z,1,NA,-1,51001090100,AE,0,37.9,-75.4,4,2.3,2.6,3,0,54,1,1985-01-01T05:00:00Z,2005-10-14T04:00:00Z,7221.54,NA,NA,0,1,0,VA,228000,50000,2012,23336,1,613f4826f2b55a0837e3a5c3
0,2021-07-25T01:39:04Z,4,NA,Temporarily Unavailable,N,1,51001,8,2016-09-29T04:00:00Z,1,NA,-1,51001090100,AE,0,37.9,-75.4,4,2.3,2.6,3,0,54,1,1985-01-01T05:00:00Z,2005-10-14T04:00:00Z,4887.78,NA,NA,0,1,0,VA,228000,50000,2016,23336,1,613f4826f2b55a0837e3a5c6
0,2021-09-02T02:27:19Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,0,NA,NA,51001090600,AE,0,37.7,-75.8,0,NA,0,1,0,10,1,1950-07-01T04:00:00Z,1993-09-20T04:00:00Z,522.75,NA,NA,0,1,0,VA,32200,0,1999,23417,0,613f4827f2b55a0837e3b47d
0,2021-07-25T01:39:04Z,11,NA,Temporarily Unavailable,N,1,51001,8,2003-09-18T04:00:00Z,1,NA,2,51001090800,AE,0,37.6,-75.7,0,6.4,12.7,3,0,15,1,2002-01-01T05:00:00Z,2002-05-21T04:00:00Z,NA,NA,NA,1,1,0,VA,250000,0,2003,23480,1,613f4829f2b55a0837e3cf08
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1992-01-04T05:00:00Z,0,NA,NA,51001090100,AE,0,37.9,-75.4,0,NA,0,2,0,10,1,1984-05-01T04:00:00Z,1985-10-19T04:00:00Z,643.12,NA,NA,0,1,0,VA,51700,0,1992,23336,0,613f482bf2b55a0837e3f269
0,2021-07-25T01:39:04Z,8,2,Temporarily Unavailable,N,1,51001,6,1993-12-05T05:00:00Z,1,3,-4,51001090600,AE,0,37.7,-75.8,0,NA,3.5,2,0,60,1,1988-01-01T05:00:00Z,1993-01-20T05:00:00Z,NA,NA,NA,1,2,0,VA,185000,0,1993,23417,1,613f482bf2b55a0837e3f305
0,2021-07-25T01:39:04Z,8,2,Temporarily Unavailable,N,1,51001,6,1999-09-16T04:00:00Z,1,3,-4,51001090600,AE,0,37.7,-75.8,0,NA,3.5,2,0,60,1,1988-01-01T05:00:00Z,1993-01-20T05:00:00Z,NA,NA,NA,1,2,0,VA,185000,0,1999,23417,1,613f482bf2b55a0837e3f32e
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,8,2012-10-30T04:00:00Z,1,4,NA,51001090100,A,0,37.9,-75.4,0,NA,0,2,0,10,1,2030-01-01T05:00:00Z,2005-04-28T04:00:00Z,2542.14,NA,NA,0,1,0,VA,240000,0,2012,23336,0,613f482bf2b55a0837e3f930
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,8,2009-11-12T05:00:00Z,1,4,NA,51001090100,A,0,37.9,-75.4,0,NA,0,2,0,10,1,2030-01-01T05:00:00Z,2005-04-28T04:00:00Z,6128.87,NA,NA,0,1,0,VA,204000,0,2009,23336,0,613f482cf2b55a0837e3fa71
0,2021-01-16T05:06:47Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1984-04-04T05:00:00Z,0,NA,NA,NA,NA,0,37.9,-75.7,0,NA,0,1,0,10,1,2000-07-01T04:00:00Z,1984-02-03T05:00:00Z,NA,NA,NA,0,1,0,VA,35000,0,1984,23426,0,613f482cf2b55a0837e3fe6b
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,6,1999-09-17T04:00:00Z,0,NA,NA,51001090600,AE,0,37.7,-75.8,0,NA,0,1,0,10,1,1977-07-01T04:00:00Z,1988-09-15T04:00:00Z,3306.57,NA,NA,0,1,0,VA,56000,4500,1999,23417,0,613f482df2b55a0837e40ee8
0,2021-07-25T01:39:04Z,NA,NA,Temporarily Unavailable,N,1,51001,8,2019-06-08T04:00:00Z,1,NA,NA,51001090100,AE,0,37.9,-75.4,0,NA,0,3,0,15,1,1990-01-01T05:00:00Z,1999-04-03T05:00:00Z,NA,NA,NA,0,1,0,VA,195800,26300,2019,23336,0,613f482ef2b55a0837e4227a
0,2021-01-16T05:06:47Z,NA,NA,Temporarily Unavailable,N,1,51001,6,2009-11-12T05:00:00Z,1,NA,NA,51001090100,A10,0,37.9,-75.4,6,NA,0,5,0,10,1,1970-01-01T05:00:00Z,2000-05-12T04:00:00Z,NA,NA,NA,0,1,0,VA,52700,10000,2009,23336,1,613f482ff2b55a0837e42de9
